id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance
272,1,Napoli 2018-2019,6.0,2.0,3.0,1.0,7.0,5.0,2.0,9.0,45.672
273,1,Valencia 2018-2019,6.0,2.0,2.0,2.0,6.0,6.0,0.0,8.0,39.697
274,1,Inter 2018-2019,6.0,2.0,2.0,2.0,6.0,7.0,-1.0,8.0,65.857
275,1,CSKA Moscow 2018-2019,6.0,2.0,1.0,3.0,8.0,9.0,-1.0,7.0,63.052
276,1,Benfica 2018-2019,6.0,2.0,1.0,3.0,6.0,11.0,-5.0,7.0,48.412
277,1,Viktoria Plzeň 2018-2019,6.0,2.0,1.0,3.0,7.0,16.0,-9.0,7.0,11.337
278,1,Club Brugge 2018-2019,6.0,1.0,3.0,2.0,6.0,5.0,1.0,6.0,24.928
279,1,Shakhtar 2018-2019,6.0,1.0,3.0,2.0,8.0,16.0,-8.0,6.0,34.786
280,1,Galatasaray 2018-2019,6.0,1.0,1.0,4.0,5.0,8.0,-3.0,4.0,41.394
281,1,Young Boys 2018-2019,6.0,1.0,1.0,4.0,4.0,12.0,-8.0,4.0,30.785
282,1,Red Star 2018-2019,6.0,1.0,1.0,4.0,5.0,17.0,-12.0,4.0,49.596
283,1,Hoffenheim 2018-2019,6.0,0.0,3.0,3.0,11.0,14.0,-3.0,3.0,23.972
284,1,Loko Moscow 2018-2019,6.0,1.0,0.0,5.0,4.0,12.0,-8.0,3.0,17.181
285,1,PSV Eindhoven 2018-2019,6.0,0.0,2.0,4.0,6.0,13.0,-7.0,2.0,34.783
286,1,Monaco 2018-2019,6.0,0.0,1.0,5.0,2.0,14.0,-12.0,1.0,9.218
287,1,AEK Athens 2018-2019,6.0,0.0,0.0,6.0,2.0,13.0,-11.0,0.0,39.377
288,6,Bayern Munich 2019-2020,11.0,11.0,0.0,0.0,43.0,8.0,35.0,33.0,50.0
289,5,Paris S-G 2019-2020,11.0,8.0,1.0,2.0,25.0,6.0,19.0,25.0,28.058
290,4,RB Leipzig 2019-2020,10.0,6.0,2.0,2.0,16.0,12.0,4.0,20.0,32.347
291,4,Lyon 2019-2020,10.0,4.0,2.0,4.0,14.0,14.0,0.0,14.0,41.78
292,3,Manchester City 2019-2020,9.0,6.0,2.0,1.0,21.0,9.0,12.0,20.0,37.594
293,3,Barcelona 2019-2020,9.0,5.0,3.0,1.0,15.0,14.0,1.0,18.0,60.809
294,3,Atlético Madrid 2019-2020,9.0,5.0,1.0,3.0,13.0,9.0,4.0,16.0,62.232
295,3,Atalanta 2019-2020,9.0,4.0,1.0,4.0,17.0,18.0,-1.0,13.0,32.77
296,2,Juventus 2019-2020,8.0,6.0,1.0,1.0,14.0,6.0,8.0,19.0,28.39
297,2,Napoli 2019-2020,8.0,3.0,4.0,1.0,13.0,8.0,5.0,13.0,34.598
298,2,Liverpool 2019-2020,8.0,4.0,1.0,3.0,15.0,12.0,3.0,13.0,52.312
299,2,Dortmund 2019-2020,8.0,4.0,1.0,3.0,10.0,11.0,-1.0,13.0,65.844
300,2,Real Madrid 2019-2020,8.0,3.0,2.0,3.0,16.0,12.0,4.0,11.0,70.438
301,2,Valencia 2019-2020,8.0,3.0,2.0,3.0,13.0,15.0,-2.0,11.0,31.599
302,2,Chelsea 2019-2020,8.0,3.0,2.0,3.0,12.0,16.0,-4.0,11.0,38.845
303,2,Tottenham 2019-2020,8.0,3.0,1.0,4.0,18.0,18.0,0.0,10.0,57.247
304,1,Ajax 2019-2020,6.0,3.0,1.0,2.0,12.0,6.0,6.0,10.0,51.951
305,1,RB Salzburg 2019-2020,6.0,2.0,1.0,3.0,16.0,13.0,3.0,7.0,29.52
306,1,Inter 2019-2020,6.0,2.0,1.0,3.0,10.0,9.0,1.0,7.0,62.54
307,1,Benfica 2019-2020,6.0,2.0,1.0,3.0,10.0,11.0,-1.0,7.0,46.576
308,1,Zenit 2019-2020,6.0,2.0,1.0,3.0,7.0,9.0,-2.0,7.0,51.106
309,1,Leverkusen 2019-2020,6.0,2.0,0.0,4.0,5.0,9.0,-4.0,6.0,28.098
310,1,Shakhtar 2019-2020,6.0,1.0,3.0,2.0,8.0,13.0,-5.0,6.0,28.246
311,1,Dinamo Zagreb 2019-2020,6.0,1.0,2.0,3.0,10.0,13.0,-3.0,5.0,28.855
312,1,Olympiacos 2019-2020,6.0,1.0,1.0,4.0,8.0,14.0,-6.0,4.0,31.523
313,1,Loko Moscow 2019-2020,6.0,1.0,0.0,5.0,4.0,11.0,-7.0,3.0,26.557
314,1,Club Brugge 2019-2020,6.0,0.0,3.0,3.0,4.0,12.0,-8.0,3.0,26.957
315,1,Red Star 2019-2020,6.0,1.0,0.0,5.0,3.0,20.0,-17.0,3.0,43.263
316,1,Slavia Prague 2019-2020,6.0,0.0,2.0,4.0,4.0,10.0,-6.0,2.0,19.303
317,1,Galatasaray 2019-2020,6.0,0.0,2.0,4.0,1.0,14.0,-13.0,2.0,43.306
318,1,Lille 2019-2020,6.0,0.0,1.0,5.0,4.0,14.0,-10.0,1.0,48.208
319,1,Genk 2019-2020,6.0,0.0,1.0,5.0,5.0,20.0,-15.0,1.0,18.957
320,6,Chelsea 2020-2021,13.0,9.0,3.0,1.0,23.0,4.0,19.0,30.0,0.333
321,5,Manchester City 2020-2021,13.0,11.0,1.0,1.0,25.0,5.0,20.0,34.0,2.016
322,3,Porto 2020-2021,10.0,6.0,1.0,3.0,15.0,9.0,6.0,19.0,0.49
323,2,RB Leipzig 2020-2021,8.0,4.0,0.0,4.0,11.0,16.0,-5.0,12.0,0.25
324,2,Lazio 2020-2021,8.0,2.0,4.0,2.0,13.0,13.0,0.0,10.0,0.25
325,1,Manchester Utd 2020-2021,6.0,3.0,0.0,3.0,15.0,10.0,5.0,9.0,0.374
326,1,Shakhtar 2020-2021,6.0,2.0,2.0,2.0,5.0,12.0,-7.0,8.0,3.393
327,1,Inter 2020-2021,6.0,1.0,3.0,2.0,7.0,9.0,-2.0,6.0,0.333
328,1,Krasnodar 2020-2021,6.0,1.0,2.0,3.0,6.0,11.0,-5.0,5.0,9.948
329,1,RB Salzburg 2020-2021,6.0,1.0,1.0,4.0,10.0,17.0,-7.0,4.0,1.0
330,1,Dynamo Kyiv 2020-2021,6.0,1.0,1.0,4.0,4.0,13.0,-9.0,4.0,4.95
331,1,Loko Moscow 2020-2021,6.0,0.0,3.0,3.0,5.0,10.0,-5.0,3.0,7.701
332,1,Başakşehir 2020-2021,6.0,1.0,0.0,5.0,7.0,18.0,-11.0,3.0,0.233
333,1,Midtjylland 2020-2021,6.0,0.0,2.0,4.0,4.0,13.0,-9.0,2.0,0.088
334,1,Rennes 2020-2021,6.0,0.0,1.0,5.0,3.0,11.0,-8.0,1.0,1.658
335,1,Zenit 2020-2021,6.0,0.0,1.0,5.0,4.0,13.0,-9.0,1.0,14.99
336,1,Ferencváros 2020-2021,6.0,0.0,1.0,5.0,5.0,17.0,-12.0,1.0,8.234
337,6,Real Madrid 2021-2022,13.0,9.0,0.0,4.0,29.0,14.0,15.0,27.0,48.111
338,6,Liverpool 2021-2022,13.0,10.0,1.0,2.0,30.0,14.0,16.0,31.0,64.118
339,4,Manchester City 2021-2022,12.0,7.0,2.0,3.0,29.0,16.0,13.0,23.0,49.295
340,4,Villarreal 2021-2022,12.0,5.0,3.0,4.0,20.0,16.0,4.0,18.0,18.61
341,3,Bayern Munich 2021-2022,10.0,7.0,2.0,1.0,31.0,7.0,24.0,23.0,34.0
342,3,Chelsea 2021-2022,10.0,7.0,1.0,2.0,21.0,10.0,11.0,22.0,39.076
343,3,Benfica 2021-2022,10.0,3.0,4.0,3.0,14.0,17.0,-3.0,13.0,47.128
344,3,Atlético Madrid 2021-2022,10.0,3.0,3.0,4.0,9.0,10.0,-1.0,12.0,58.158
345,2,Ajax 2021-2022,8.0,6.0,1.0,1.0,22.0,8.0,14.0,19.0,40.181
346,2,Juventus 2021-2022,8.0,5.0,1.0,2.0,11.0,10.0,1.0,16.0,21.968
347,2,Paris S-G 2021-2022,8.0,4.0,2.0,2.0,15.0,11.0,4.0,14.0,44.911
348,2,Inter 2021-2022,8.0,4.0,1.0,3.0,9.0,7.0,2.0,13.0,41.133
349,2,Manchester Utd 2021-2022,8.0,3.0,3.0,2.0,12.0,10.0,2.0,12.0,72.893
350,2,Lille 2021-2022,8.0,3.0,2.0,3.0,8.0,8.0,0.0,11.0,37.824
351,2,RB Salzburg 2021-2022,8.0,3.0,2.0,3.0,10.0,14.0,-4.0,11.0,20.812
352,2,Sporting CP 2021-2022,8.0,3.0,1.0,4.0,14.0,17.0,-3.0,10.0,37.672
353,1,Dortmund 2021-2022,6.0,3.0,0.0,3.0,10.0,11.0,-1.0,9.0,31.607
354,1,RB Leipzig 2021-2022,6.0,2.0,1.0,3.0,15.0,14.0,1.0,7.0,21.098
355,1,Sheriff Tiraspol 2021-2022,6.0,2.0,1.0,3.0,7.0,11.0,-4.0,7.0,5.689
356,1,Barcelona 2021-2022,6.0,2.0,1.0,3.0,2.0,9.0,-7.0,7.0,45.092
357,1,Sevilla 2021-2022,6.0,1.0,3.0,2.0,5.0,5.0,0.0,6.0,25.468
358,1,Atalanta 2021-2022,6.0,1.0,3.0,2.0,12.0,13.0,-1.0,6.0,11.556
359,1,Zenit 2021-2022,6.0,1.0,2.0,3.0,10.0,10.0,0.0,5.0,21.135
360,1,Young Boys 2021-2022,6.0,1.0,2.0,3.0,7.0,12.0,-5.0,5.0,29.879
361,1,Wolfsburg 2021-2022,6.0,1.0,2.0,3.0,5.0,10.0,-5.0,5.0,11.463
362,1,Porto 2021-2022,6.0,1.0,2.0,3.0,4.0,11.0,-7.0,5.0,31.493
363,1,Milan 2021-2022,6.0,1.0,1.0,4.0,6.0,9.0,-3.0,4.0,43.762
364,1,Club Brugge 2021-2022,6.0,1.0,1.0,4.0,6.0,20.0,-14.0,4.0,25.511
365,1,Shakhtar 2021-2022,6.0,0.0,2.0,4.0,2.0,12.0,-10.0,2.0,22.349
366,1,Dynamo Kyiv 2021-2022,6.0,0.0,1.0,5.0,1.0,11.0,-10.0,1.0,27.256
367,1,Malmö 2021-2022,6.0,0.0,1.0,5.0,1.0,14.0,-13.0,1.0,13.634
368,1,Beşiktaş 2021-2022,6.0,0.0,0.0,6.0,3.0,19.0,-16.0,0.0,19.031
369,6,Manchester City 2022-2023,13.0,8.0,5.0,0.0,32.0,5.0,27.0,29.0,63.639
370,6,Inter 2022-2023,13.0,7.0,3.0,3.0,19.0,11.0,8.0,24.0,71.415
371,4,Real Madrid 2022-2023,12.0,8.0,2.0,2.0,26.0,13.0,13.0,26.0,58.761
372,4,Milan 2022-2023,12.0,5.0,3.0,4.0,15.0,11.0,4.0,18.0,72.546
373,3,Bayern Munich 2022-2023,10.0,8.0,1.0,1.0,22.0,6.0,16.0,25.0,75.0
374,3,Napoli 2022-2023,10.0,7.0,1.0,2.0,26.0,8.0,18.0,22.0,49.133
375,3,Benfica 2022-2023,10.0,6.0,3.0,1.0,26.0,13.0,13.0,21.0,60.222
376,3,Chelsea 2022-2023,10.0,5.0,1.0,4.0,12.0,9.0,3.0,16.0,39.216
377,2,Liverpool 2022-2023,8.0,5.0,0.0,3.0,19.0,12.0,7.0,15.0,51.578
378,2,Paris S-G 2022-2023,8.0,4.0,2.0,2.0,16.0,10.0,6.0,14.0,46.68
379,2,Porto 2022-2023,8.0,4.0,1.0,3.0,12.0,8.0,4.0,13.0,44.296
380,2,RB Leipzig 2022-2023,8.0,4.0,1.0,3.0,14.0,17.0,-3.0,13.0,44.319
381,2,Dortmund 2022-2023,8.0,3.0,3.0,2.0,11.0,7.0,4.0,12.0,78.516
382,2,Tottenham 2022-2023,8.0,3.0,3.0,2.0,8.0,7.0,1.0,12.0,58.434
383,2,Club Brugge 2022-2023,8.0,3.0,2.0,3.0,8.0,11.0,-3.0,11.0,24.296
384,2,Eint Frankfurt 2022-2023,8.0,3.0,1.0,4.0,7.0,13.0,-6.0,10.0,49.3
385,1,Barcelona 2022-2023,6.0,2.0,1.0,3.0,12.0,12.0,0.0,7.0,84.576
386,1,Sporting CP 2022-2023,6.0,2.0,1.0,3.0,8.0,9.0,-1.0,7.0,39.923
387,1,Marseille 2022-2023,6.0,2.0,0.0,4.0,8.0,8.0,0.0,6.0,37.962
388,1,Shakhtar 2022-2023,6.0,1.0,3.0,2.0,8.0,10.0,-2.0,6.0,25.257
389,1,RB Salzburg 2022-2023,6.0,1.0,3.0,2.0,5.0,9.0,-4.0,6.0,29.301
390,1,Ajax 2022-2023,6.0,2.0,0.0,4.0,11.0,16.0,-5.0,6.0,53.028
391,1,Atlético Madrid 2022-2023,6.0,1.0,2.0,3.0,5.0,9.0,-4.0,5.0,58.797
392,1,Leverkusen 2022-2023,6.0,1.0,2.0,3.0,4.0,8.0,-4.0,5.0,28.748
393,1,Sevilla 2022-2023,6.0,1.0,2.0,3.0,6.0,12.0,-6.0,5.0,34.415
394,1,Dinamo Zagreb 2022-2023,6.0,1.0,1.0,4.0,4.0,11.0,-7.0,4.0,20.653
395,1,Juventus 2022-2023,6.0,1.0,0.0,5.0,9.0,13.0,-4.0,3.0,34.534
396,1,FC Copenhagen 2022-2023,6.0,0.0,3.0,3.0,1.0,12.0,-11.0,3.0,34.086
397,1,Maccabi Haifa 2022-2023,6.0,1.0,0.0,5.0,7.0,21.0,-14.0,3.0,30.317
398,1,Celtic 2022-2023,6.0,0.0,2.0,4.0,4.0,15.0,-11.0,2.0,57.367
399,1,Viktoria Plzeň 2022-2023,6.0,0.0,0.0,6.0,5.0,24.0,-19.0,0.0,11.279
400,1,Rangers 2022-2023,6.0,0.0,0.0,6.0,2.0,22.0,-20.0,0.0,49.253
