id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
172,2,PSV Eindhoven 2015-2016,8.0,3.0,3.0,2.0,8.0,7.0,1.0,12.0,34.81,"Luuk de Jong,Maxime Lestienne-",Jeroen Zoet
220,1,PSV Eindhoven 2016-2017,6.0,0.0,2.0,4.0,4.0,11.0,-7.0,2.0,34.13,"Davy Pröpper,Luuk de Jong... -",Jeroen Zoet
284,1,PSV Eindhoven 2018-2019,6.0,0.0,2.0,4.0,6.0,13.0,-7.0,2.0,34.783,Luuk de Jong-,Jeroen Zoet
