id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
177,1,FC Astana 2015-2016,12.0,3.0,6.0,3.0,14.0,17.0,-3.0,15.0,23.861,Patrick Twumasi-,Nenad Erić
