id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
280,1,Young Boys 2018-2019,6.0,1.0,1.0,4.0,4.0,12.0,-8.0,4.0,30.785,Guillaume Hoarau-,David von Ballmoos
359,1,Young Boys 2021-2022,6.0,1.0,2.0,3.0,7.0,12.0,-5.0,5.0,29.879,Jordan Pefok-,"Guillaume Faivre,David von Ballmoos"
