id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
21,1,Spartak Moscow 2010-2011,6.0,3.0,0.0,3.0,7.0,10.0,-3.0,9.0,51.739,"Ari,Ibson-",Andriy Dykan
89,1,Spartak Moscow 2012-2013,8.0,2.0,1.0,5.0,10.0,16.0,-6.0,7.0,50.637,Emmanuel Emenike-,"Andriy Dykan,Sergei Pesyakov..."
244,1,Spartak Moscow 2017-2018,6.0,1.0,3.0,2.0,9.0,13.0,-4.0,6.0,43.534,"Quincy Promes,Zé Luís-",Aleksandr Selikhov
