id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
282,1,Hoffenheim 2018-2019,6.0,0.0,3.0,3.0,11.0,14.0,-3.0,3.0,23.972,Andrej Kramarić-,Oliver Baumann
