id,Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Attendance,Top Team Scorer,Goalkeeper
37,3,APOEL FC 2011-2012,16.0,4.0,7.0,5.0,20.0,17.0,3.0,19.0,22.262,Gustavo Manduca-,Dionisis Chiotis
151,1,APOEL FC 2014-2015,10.0,2.0,3.0,5.0,10.0,15.0,-5.0,9.0,18.825,Gustavo Manduca-,Urko Pardo
252,1,APOEL FC 2017-2018,6.0,0.0,2.0,4.0,2.0,17.0,-15.0,2.0,17.211,Mickaël Poté-,Nauzet Pérez
